"id","timestamp","service_name","topcve","mitigation","recommended","decision","worker_id","actioned_by","worker_loop"
1,2023-11-04 00:59:53.969,currencyservice,CVE-2015-9071,CZ066,1,1,worker-1,Main,1
2,2023-11-04 00:59:58.610,frontend,CVE-2020-3374,FN262,1,1,worker-3,Main,1
3,2023-11-04 01:01:09.806,frontend,CVE-2020-3374,FN262,1,1,worker-3,Main,2
4,2023-11-04 01:02:15.945,frontend,CVE-2002-0645,AE806,1,1,worker-3,Main,3
5,2023-11-04 01:02:57.114,productcatalogservice,CVE-2017-4982,DS741,1,1,worker-2,Main,3
6,2023-11-04 01:02:57.151,currencyservice,CVE-2005-2920,AN318,1,1,worker-1,Main,3
7,2023-11-04 01:04:23.692,productcatalogservice,CVE-2017-4982,DS741,1,1,worker-2,Main,4
8,2023-11-04 01:04:23.718,currencyservice,CVE-2022-33171,GU577,1,1,worker-1,Main,4
9,2023-11-04 01:04:33.313,recommendationservice,CVE-2011-4186,BX012,1,1,worker-3,Main,5
10,2023-11-04 01:05:39.543,recommendationservice,CVE-2011-4186,BX012,1,1,worker-3,Main,6
11,2023-11-04 01:06:40.342,currencyservice,CVE-2016-6112,DF794,1,0,worker-1,Main,5
12,2023-11-04 01:06:40.342,paymentservice,CVE-2010-2900,BR087,1,0,worker-1,Main,5
13,2023-11-04 01:06:45.698,frontend,CVE-2010-2251,BQ475,1,1,worker-3,Main,7
14,2023-11-04 01:07:51.858,frontend,CVE-2010-2251,BQ475,1,1,worker-3,Main,8
15,2023-11-04 01:08:11.903,currencyservice,CVE-2016-6112,DF794,1,1,worker-1,Main,6
16,2023-11-04 01:08:58.328,frontend,CVE-2018-11095,DZ077,1,1,worker-3,Main,9
17,2023-11-04 01:09:43.771,paymentservice,CVE-2018-19708,EF674,1,1,worker-1,Main,7
18,2023-11-04 01:11:00.260,cartservice,CVE-2022-2197,GO968,1,0,worker-2,Main,8
19,2023-11-04 01:11:00.260,productcatalogservice,CVE-2017-7041,DU334,1,0,worker-2,Main,8
20,2023-11-04 01:11:15.449,paymentservice,CVE-2016-11039,DB529,1,1,worker-1,Main,8
21,2023-11-04 01:12:16.803,frontend,CVE-2021-30683,GC466,1,1,worker-3,Main,12
22,2023-11-04 01:12:47.063,currencyservice,CVE-2015-8368,CY478,1,1,worker-1,Main,9
23,2023-11-04 01:13:22.988,frontend,CVE-2021-30683,GC466,1,1,worker-3,Main,13
