"id","timestamp","service_name","topcve","mitigation","recommended","decision","worker_id","actioned_by","worker_loop"
1,2023-11-04 05:25:18.918,frontend,CVE-2020-3374,FN262,1,1,worker-1,Main,1
2,2023-11-04 05:25:28.578,currencyservice,CVE-2015-9071,CZ066,1,1,worker-4,Main,1
3,2023-11-04 05:26:24.504,currencyservice,CVE-2015-9071,CZ066,1,1,worker-4,Main,2
4,2023-11-04 05:26:30.154,frontend,CVE-2010-2251,BQ475,1,1,worker-1,Main,2
5,2023-11-04 05:27:15.351,currencyservice,CVE-2022-33171,GU577,1,1,worker-4,Main,3
6,2023-11-04 05:27:46.115,paymentservice,CVE-2018-19708,EF674,1,1,worker-2,Main,4
7,2023-11-04 05:28:06.219,currencyservice,CVE-2022-33171,GU577,1,1,worker-4,Main,4
8,2023-11-04 05:28:37.020,paymentservice,CVE-2018-19708,EF674,1,1,worker-2,Main,5
9,2023-11-04 05:28:57.079,currencyservice,CVE-2005-2920,AN318,1,1,worker-4,Main,5
10,2023-11-04 05:29:22.759,frontend,CVE-2002-0645,AE806,1,1,worker-1,Main,4
11,2023-11-04 05:29:22.858,paymentservice,CVE-2010-2900,BR087,1,1,worker-2,Main,6
12,2023-11-04 05:30:08.822,productcatalogservice,CVE-2017-4982,DS741,1,1,worker-3,Main,7
13,2023-11-04 05:30:38.906,currencyservice,CVE-2016-6112,DF794,1,1,worker-4,Main,7
14,2023-11-04 05:31:04.326,frontend,CVE-2018-11095,DZ077,1,1,worker-1,Main,5
15,2023-11-04 05:31:29.762,recommendationservice,CVE-2011-4186,BX012,1,1,worker-4,Main,8
16,2023-11-04 05:31:44.930,productcatalogservice,CVE-2017-7041,DU334,1,0,worker-3,Main,8
17,2023-11-04 05:32:15.603,frontend,CVE-2014-8523,CQ478,1,1,worker-1,Main,6
18,2023-11-04 05:32:20.608,currencyservice,CVE-2015-8368,CY478,1,1,worker-4,Main,9
19,2023-11-04 05:33:06.427,currencyservice,CVE-2022-30781,GT632,1,1,worker-4,Main,10
20,2023-11-04 05:33:16.542,productcatalogservice,CVE-2018-7105,EK406,1,1,worker-3,Main,10
21,2023-11-04 05:33:57.982,cartservice,CVE-2022-2197,GO968,1,1,worker-2,Main,12
22,2023-11-04 05:34:02.346,productcatalogservice,CVE-2018-7105,EK406,1,1,worker-3,Main,11
23,2023-11-04 05:34:47.330,currencyservice,CVE-2012-3563,CA989,1,0,worker-4,Main,11
24,2023-11-04 05:34:48.446,productcatalogservice,CVE-2020-15603,FG910,1,1,worker-3,Main,12
25,2023-11-04 05:35:34.250,productcatalogservice,CVE-2018-14806,EC105,1,1,worker-3,Main,13
26,2023-11-04 05:35:38.513,frontend,CVE-2021-30683,GC466,1,1,worker-1,Main,8
27,2023-11-04 05:36:20.064,productcatalogservice,CVE-2018-14806,EC105,1,1,worker-3,Main,14
28,2023-11-04 05:36:28.530,recommendationservice,CVE-2015-1295,CS814,1,0,worker-4,Main,12
29,2023-11-04 05:36:44.711,frontend,CVE-2022-21209,GO420,1,1,worker-1,Main,9
30,2023-11-04 05:37:19.487,recommendationservice,CVE-2015-1295,CS814,1,1,worker-4,Main,13
31,2023-11-04 05:37:51.693,productcatalogservice,CVE-1999-0147,AA123,1,1,worker-3,Main,16
32,2023-11-04 05:38:10.363,currencyservice,CVE-2004-1199,AJ066,1,1,worker-4,Main,14
33,2023-11-04 05:38:30.996,frontend,CVE-2020-15640,FG951,1,1,worker-1,Main,10
34,2023-11-04 05:39:01.240,recommendationservice,CVE-2012-1777,BZ476,1,1,worker-4,Main,15
35,2023-11-04 05:39:23.344,productcatalogservice,CVE-2022-23901,GQ067,1,1,worker-3,Main,18
36,2023-11-04 05:39:52.071,currencyservice,CVE-2021-24150,FY081,1,1,worker-4,Main,16
37,2023-11-04 05:40:27.224,frontend,CVE-2022-22254,GP106,1,0,worker-1,Main,11
