Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,824,0,39,51.65713525493452,6.975349002459552,1163.3766669983743,10279.728155339806,0.915584151358148,0.0,39,57,71,80,98,120,180,210,1200,1200,1200
GET,/cart,2093,0,18,35.977503027693956,3.969503999542212,1015.3743959999701,14189.611562350692,2.325628190282286,0.0,18,41,55,63,82,94,140,180,670,1000,1000
POST,/cart,2150,0,9,40.92167513627257,6.02435199834872,988.0171479999262,18190.032558139534,2.388963501723323,0.0,9,49,77,88,97,100,190,200,900,990,990
POST,/cart/checkout,689,0,10,50.10861413207427,6.7989480012329295,988.3444189981674,6563.123367198839,0.7655794663662183,0.0,10,88,93,95,100,100,190,200,990,990,990
GET,/product/0PUK6V6EV0,1056,0,7,25.53649699240685,4.209186001389753,603.9190199990117,7738.59375,1.1733699803813158,0.0,7,27,41,48,67,78,87,91,570,600,600
GET,/product/1YMWWN1N4O,995,0,7,29.071591019045577,4.268841999873985,776.8074199993862,7760.806030150754,1.1055900856812588,0.0,7,26,40,51,72,84,94,290,780,780,780
GET,/product/2ZYFJ3GM2N,1066,0,7,30.97601855064035,4.102858001715504,781.2720309993892,7757.308630393996,1.1844814385288662,0.0,7,27,43,51,70,83,94,430,770,780,780
GET,/product/66VCHSJNUP,1086,0,7,29.90173601649535,4.211027997371275,888.2522769999923,7724.049723756906,1.2067043548239669,0.0,7,24,39,49,69,85,96,380,810,890,890
GET,/product/6E92ZMYYFZ,1005,0,7,28.134524988079882,4.175980000582058,787.7384220009844,7712.512437810945,1.116701543828809,0.0,7,22,36,44,68,80,94,200,690,790,790
GET,/product/9SIQT8TOJO,1027,0,7,25.033661229795094,4.2538999987300485,762.5619079990429,7766.239532619279,1.1411467517534197,0.0,7,23,36,45,65,76,87,92,640,760,760
GET,/product/L9ECAV7KIM,1048,0,7,29.449657516228857,4.105658998014405,1016.3348590031092,7731.357824427481,1.1644808138632756,0.0,7,21,39,47,70,84,99,210,870,1000,1000
GET,/product/LS4PSXUNUM,1066,0,7,30.877176485905206,4.190116000245325,901.0555659988313,7728.726078799249,1.1844814385288662,0.0,7,25,41,53,74,83,96,300,710,900,900
GET,/product/OLJCESPC7Z,1041,0,7,28.44017428725656,4.222259001835482,1040.7411179985502,7763.718539865514,1.1567027931599903,0.0,7,23,40,49,68,80,91,99,970,1000,1000
POST,/setCurrency,1417,0,39,49.741846481999396,7.733709000603994,998.0894279979111,10288.346506704305,1.5744936195078831,0.0,39,58,71,78,94,110,160,190,910,1000,1000
,Aggregated,16563,0,10,34.994434688696195,3.969503999542212,1163.3766669983743,10208.318963955806,18.403908129787627,0.0,10,35,52,62,84,96,120,200,890,1000,1200
