"id","timestamp","service_name","topcve","mitigation","recommended","decision","worker_id","actioned_by","worker_loop"
1,2023-11-04 03:16:22.516,currencyservice,CVE-2015-9071,CZ066,1,1,worker-1,Main,1
2,2023-11-04 03:16:32.162,frontend,CVE-2020-3374,FN262,1,1,worker-3,Main,1
3,2023-11-04 03:17:38.322,frontend,CVE-2020-3374,FN262,1,1,worker-3,Main,2
4,2023-11-04 03:17:54.126,currencyservice,CVE-2005-2920,AN318,1,1,worker-1,Main,2
5,2023-11-04 03:18:44.510,frontend,CVE-2010-2251,BQ475,1,1,worker-3,Main,3
6,2023-11-04 03:19:55.700,frontend,CVE-2010-2251,BQ475,1,1,worker-3,Main,4
7,2023-11-04 03:20:42.203,productcatalogservice,CVE-2017-4982,DS741,1,1,worker-2,Main,4
8,2023-11-04 03:20:52.274,currencyservice,CVE-2022-33171,GU577,1,1,worker-1,Main,4
9,2023-11-04 03:21:01.845,frontend,CVE-2002-0645,AE806,1,1,worker-3,Main,5
10,2023-11-04 03:22:07.989,frontend,CVE-2002-0645,AE806,1,1,worker-3,Main,6
11,2023-11-04 03:22:08.743,productcatalogservice,CVE-2017-7041,DU334,1,1,worker-2,Main,5
12,2023-11-04 03:23:08.836,currencyservice,CVE-2016-6112,DF794,1,0,worker-1,Main,5
13,2023-11-04 03:23:08.836,paymentservice,CVE-2018-19708,EF674,1,0,worker-1,Main,5
14,2023-11-04 03:23:35.275,productcatalogservice,CVE-2018-7105,EK406,1,1,worker-2,Main,6
15,2023-11-04 03:24:35.410,currencyservice,CVE-2016-6112,DF794,1,1,worker-1,Main,6
16,2023-11-04 03:25:01.849,productcatalogservice,CVE-2020-15603,FG910,1,1,worker-2,Main,7
17,2023-11-04 03:26:02.288,currencyservice,CVE-2015-8368,CY478,1,1,worker-1,Main,7
18,2023-11-04 03:26:28.748,productcatalogservice,CVE-2018-14806,EC105,1,1,worker-2,Main,8
19,2023-11-04 03:27:28.818,currencyservice,CVE-2015-8368,CY478,1,1,worker-1,Main,8
20,2023-11-04 03:28:45.336,productcatalogservice,CVE-1999-0147,AA123,1,0,worker-2,Main,9
21,2023-11-04 03:28:45.336,cartservice,CVE-2022-2197,GO968,1,0,worker-2,Main,9
22,2023-11-04 03:28:55.343,currencyservice,CVE-2012-3563,CA989,1,1,worker-1,Main,9
23,2023-11-04 03:30:11.909,productcatalogservice,CVE-1999-0147,AA123,1,1,worker-2,Main,10
24,2023-11-04 03:30:21.947,currencyservice,CVE-2022-30781,GT632,1,1,worker-1,Main,10
